, Births per 1000 People, Deaths per 1000 People, Population,Country,Divorces,Marriages,Total Number of Births,Total Number of Deaths,Unnamed: 0,date,category
56,10.776,15.37,143403256,Russia,,,1545313.487,2204108.045,56,12/31/2006,Historical
57,11.098,15.149,143266212,Russia,,,1589968.421,2170339.846,57,12/31/2007,Historical
58,11.42,14.929,143248764,Russia,,,1635900.885,2138560.798,58,12/31/2008,Historical
59,11.732,14.621,143326913,Russia,,,1681511.343,2095582.795,59,12/31/2009,Historical
60,12.044,14.313,143479274,Russia,,,1728064.376,2053618.849,60,12/31/2010,Historical
61,12.357,14.005,143703025,Russia,,,1775738.28,2012560.865,61,12/31/2011,Historical
62,12.669,13.697,143993892,Russia,,,1824258.618,1972284.339,62,12/31/2012,Historical
63,12.981,13.389,144325449,Russia,,,1873488.653,1932373.437,63,12/31/2013,Historical
64,12.939,13.255,144664841,Russia,,,1871818.378,1917532.467,64,12/31/2014,Historical
65,12.897,13.121,144985057,Russia,,,1869872.28,1902348.933,65,12/31/2015,Historical
66,12.854,12.987,145275383,Russia,,,1867369.773,1886691.399,66,12/31/2016,Historical
67,12.812,12.853,145530082,Russia,,,1864531.411,1870498.144,67,12/31/2017,Historical
68,12.77,12.719,145734038,Russia,,,1861023.665,1853591.229,68,12/31/2018,Historical
69,12.482,12.785,145872256,Russia,,,1820777.499,1864976.793,69,12/31/2019,Historical
0,51.723,28.71,17119265,Iran,,,885459.7436,491494.0982,0,12/31/1950,Historical
1,51.382,28.071,17516679,Iran,,,900042.0004,491710.6962,1,12/31/1951,Historical
2,51.04,27.433,17933502,Iran,,,915325.9421,491969.7604,2,12/31/1952,Historical
3,50.698,26.795,18369051,Iran,,,931274.1476,492198.7215,3,12/31/1953,Historical
4,50.356,26.157,18822757,Iran,,,947838.7515,492346.8548,4,12/31/1954,Historical
5,50.014,25.519,19294127,Iran,,,964976.4678,492366.8269,5,12/31/1955,Historical
6,49.673,24.88,19782824,Iran,,,982672.2166,492196.6611,6,12/31/1956,Historical
7,49.331,24.242,20288539,Iran,,,1000853.917,491834.7624,7,12/31/1957,Historical
8,48.989,23.604,20811144,Iran,,,1019517.133,491226.243,8,12/31/1958,Historical
9,48.465,22.941,21350574,Iran,,,1034755.569,489803.5181,9,12/31/1959,Historical
10,47.942,22.278,21906914,Iran,,,1050261.271,488042.2301,10,12/31/1960,Historical
11,47.418,21.614,22480372,Iran,,,1065974.279,485890.7604,11,12/31/1961,Historical
12,46.895,20.951,23071315,Iran,,,1081929.317,483367.1206,12,12/31/1962,Historical
13,46.371,20.288,23680258,Iran,,,1098077.244,480425.0743,13,12/31/1963,Historical
14,45.798,19.684,24307860,Iran,,,1113251.372,478475.9162,14,12/31/1964,Historical
15,45.226,19.081,24954873,Iran,,,1128609.086,476163.9317,15,12/31/1965,Historical
16,44.653,18.477,25624373,Iran,,,1144205.128,473461.5399,16,12/31/1966,Historical
17,44.081,17.874,26317783,Iran,,,1160114.192,470404.0533,17,12/31/1967,Historical
18,43.508,17.27,27032571,Iran,,,1176133.099,466852.5012,18,12/31/1968,Historical
19,43.07,16.674,27764924,Iran,,,1195835.277,462952.3428,19,12/31/1969,Historical
20,42.632,16.078,28513866,Iran,,,1215603.135,458445.9375,20,12/31/1970,Historical
21,42.194,15.482,29281591,Iran,,,1235507.451,453337.5919,21,12/31/1971,Historical
22,41.756,14.886,30075297,Iran,,,1255824.102,447700.8711,22,12/31/1972,Historical
23,41.318,14.29,30905707,Iran,,,1276962.002,441642.553,23,12/31/1973,Historical
24,41.578,13.772,31786471,Iran,,,1321617.891,437763.2786,24,12/31/1974,Historical
25,41.838,13.255,32729772,Iran,,,1369348.201,433833.1279,25,12/31/1975,Historical
26,42.099,12.737,33733961,Iran,,,1420166.024,429669.4613,26,12/31/1976,Historical
27,42.359,12.22,34803045,Iran,,,1474222.183,425293.2099,27,12/31/1977,Historical
28,42.619,11.702,35960805,Iran,,,1532613.548,420813.3401,28,12/31/1978,Historical
29,42.976,12.02,37237137,Iran,,,1600303.2,447590.3867,29,12/31/1979,Historical
30,43.333,12.338,38650246,Iran,,,1674831.11,476866.7351,30,12/31/1980,Historical
31,43.69,12.655,40199906,Iran,,,1756333.893,508729.8104,31,12/31/1981,Historical
32,44.047,12.973,41869236,Iran,,,1844214.238,543169.5986,32,12/31/1982,Historical
33,44.404,13.291,43636837,Iran,,,1937650.11,579977.2006,33,12/31/1983,Historical
34,43.126,12.434,45472791,Iran,,,1961059.585,565408.6833,34,12/31/1984,Historical
35,41.848,11.577,47347186,Iran,,,1981385.04,548138.3723,35,12/31/1985,Historical
36,40.571,10.719,49260255,Iran,,,1998537.806,528020.6733,36,12/31/1986,Historical
37,39.293,9.862,51193782,Iran,,,2011557.276,504873.0781,37,12/31/1987,Historical
38,38.015,9.005,53077313,Iran,,,2017734.054,477961.2036,38,12/31/1988,Historical
39,35.656,8.391,54822003,Iran,,,1954733.339,460011.4272,39,12/31/1989,Historical
40,33.297,7.777,56366217,Iran,,,1876825.927,438360.0696,40,12/31/1990,Historical
41,30.939,7.163,57679034,Iran,,,1784531.633,413154.9205,41,12/31/1991,Historical
42,28.58,6.549,58780370,Iran,,,1679942.975,384952.6431,42,12/31/1992,Historical
43,26.221,5.935,59723764,Iran,,,1566016.816,354460.5393,43,12/31/1993,Historical
44,24.798,5.799,60590614,Iran,,,1502526.046,351364.9706,44,12/31/1994,Historical
45,23.375,5.663,61442664,Iran,,,1436222.271,347949.8062,45,12/31/1995,Historical
46,21.951,5.528,62294920,Iran,,,1367435.789,344366.3178,46,12/31/1996,Historical
47,20.528,5.392,63136312,Iran,,,1296062.213,340430.9943,47,12/31/1997,Historical
48,19.105,5.256,63971836,Iran,,,1222181.927,336235.97,48,12/31/1998,Historical
49,18.763,5.209,64800880,Iran,,,1215858.911,337547.7839,49,12/31/1999,Historical
50,18.42,5.162,65623405,Iran,,,1208783.12,338748.0166,50,12/31/2000,Historical
51,18.078,5.115,66449112,Iran,,,1201267.047,339887.2079,51,12/31/2001,Historical
52,17.735,5.068,67284796,Iran,,,1193295.857,340999.3461,52,12/31/2002,Historical
53,17.393,5.021,68122938,Iran,,,1184862.261,342045.2717,53,12/31/2003,Historical
54,17.477,5.028,68951281,Iran,,,1205061.538,346687.0409,54,12/31/2004,Historical
55,17.561,5.036,69762347,Iran,,,1225096.576,351323.1795,55,12/31/2005,Historical
56,17.646,5.043,70554760,Iran,,,1245009.295,355807.6547,56,12/31/2006,Historical
57,17.73,5.051,71336475,Iran,,,1264795.702,360320.5352,57,12/31/2007,Historical
58,17.814,5.058,72120604,Iran,,,1284756.44,364786.015,58,12/31/2008,Historical
59,17.953,4.999,72924837,Iran,,,1309219.599,364551.2602,59,12/31/2009,Historical
60,18.093,4.941,73762519,Iran,,,1334585.256,364460.6064,60,12/31/2010,Historical
61,18.232,4.882,74634957,Iran,,,1360744.536,364367.8601,61,12/31/2011,Historical
62,18.372,4.824,75539878,Iran,,,1387818.639,364404.3715,62,12/31/2012,Historical
63,18.511,4.765,76481961,Iran,,,1415757.58,364436.5442,63,12/31/2013,Historical
64,18.628,4.788,77465770,Iran,,,1443032.364,370906.1068,64,12/31/2014,Historical
65,18.745,4.811,78492215,Iran,,,1471336.57,377626.0464,65,12/31/2015,Historical
66,18.863,4.833,79563989,Iran,,,1500815.525,384532.7588,66,12/31/2016,Historical
67,18.98,4.856,80673883,Iran,,,1531190.299,391752.3758,67,12/31/2017,Historical
68,19.097,4.879,81800188,Iran,,,1562138.19,399103.1173,68,12/31/2018,Historical
69,18.547,4.866,82913906,Iran,,,1537804.215,403459.0666,69,12/31/2019,Historical
,,2.036,,China,,,,,,12/31/2020,Prediction 1
,,8.066,,France,,,,,,12/31/2020,Prediction 1
,,10.784,,Germany,,,,,,12/31/2020,Prediction 1
,,-0.29,,Iran,,,,,,12/31/2020,Prediction 1
,,9.986,,Italy,,,,,,12/31/2020,Prediction 1
,,15.009,,Russia,,,,,,12/31/2020,Prediction 1
,,8.264,,Spain,,,,,,12/31/2020,Prediction 1
,,1.446,,Turkey,,,,,,12/31/2020,Prediction 1
,,9.528,,United Kingdom,,,,,,12/31/2020,Prediction 1
,,8.178,,United States,,,,,,12/31/2020,Prediction 1
,,7.226125,,China,,,,,,12/31/2020,Prediction 2
,,9.167375,,France,,,,,,12/31/2020,Prediction 2
,,11.3385,,Germany,,,,,,12/31/2020,Prediction 2
,,4.768,,Iran,,,,,,12/31/2020,Prediction 2
,,10.54895,,Italy,,,,,,12/31/2020,Prediction 2
,,12.131825,,Russia,,,,,,12/31/2020,Prediction 2
,,8.884875,,Spain,,,,,,12/31/2020,Prediction 2
,,5.246625,,Turkey,,,,,,12/31/2020,Prediction 2
,,9.0581,,United Kingdom,,,,,,12/31/2020,Prediction 2
,,8.549375,,United States,,,,,,12/31/2020,Prediction 2
